text,type
RT @gr00se: Is Baby It's Cold Outside The Blurred Lines of Christmas Songs?,n
"RT @sonexjinro: Song is called &lt;Sound of Your Heart&gt;. Sang by:

Lee Dong Woo
Suju's Yesung
SNSD's Sunny
f(x) Luna
RV's Wendy &amp; Seulgi
NCT's…",n
RT @NewsroomPostCom: Clarity on #EconomicReform roadmap led to India being called bright spot in global economy: @arunjaitley.,n
RT @MARVOREE_GREECE: Love comforteth like sunshine after rain. MARVOREEaching DreamsTogether,n
RT @ATFTaunton: It's cold outside!  Bring your training indoors! #Open24hrs #WeNeverClose https://t.co/LEn6jYgg3F,n
"RT @narendramodi: Maharaja Marthanda Varma was a kind, warm &amp; erudite personality.Had honour to meet him during my recent Kerala visit http…",n
RT @dongoehubaire: War on Christmas Update: Christmas has staged a massive counteroffensive. https://t.co/4os9AwYpiV,n
I hate when its so cold that my car don't start! Prolly not enough gas in it 😮,n
"RT @trvmoreno: Don't confuse your path with your destination. Just because it's stormy now doesn't mean you aren't headed for sunshine

#AL…",n
"RT @BeautyPostss: RT TO WIN: WET N WILD BRUSH SET ✨

(must be following me so I can dm winner) https://t.co/ul1rGqENf7",n
"RT @whatthefray: Jessica taking off her scarf &amp; letting Soojung use it bcs she's cold awww, that's so sweet &amp; selfless, how can you not ado…",n
@MoeMoton @minyard_matthew @littlelopezers cold is easier to play in than rain or snow but getting hit isn't fun at all catching off too,n
RT @Xratedtease: @rudesexfreak that's me getting up n ready while she sucks my balls then gives me a wet sloppy head... https://t.co/phA6J4…,n
RT @xanria_00018: Keep your face to the sunshine and you will not see the shadows #ALDUBInsecurities @jophie30 @asn585,n
Men Fashion Crochet Knit Plicate Baggy Beanie Wool Hat Skull Winter Warm Cap https://t.co/Cj5Xsv4BjI https://t.co/dJBn4e4t3N,n
"RT @foxandfriends: What do you think about this? Activists write a new PC version of ""Baby it's Cold Outside"" (via @FoxFriendsFirst) https:…",n
710am...Dense fog has developed in Stanly and Anson Counties.  The fog will be brief and will burn off by 9am.  Please drive with caution.,n
"RT @thickred3x: MY PUSSY WAS DRIPPING WET LIKE A LEAKY FAUCETS, WARM AND TIGHT TOO!!! https://t.co/Kboki4eiCc",n
#Photography Purple Haze by Rob The Photographer https://t.co/ej8lhzkaCv https://t.co/awzMR5HSxT,n
"RT @mauroranallo: Julie Real signs WWE contract, Instagram https://t.co/blzU9tEEkO",n
"RT @JBieberProjeto: Justin Bieber cantando ""Cold Water"" no The Ellen Show, MLK CANTA DEMAIS PQP
#MTVStarsJustinBieber  https://t.co/bb6Vf4X…",n
@_callmemal @TomiLahren so do I. It all depends on what it's in. Engineering? Very bright. Social sciences? Not so much. 😉,n
This is hands down my favorite drugstore brow pencil. Actually in my top three brow penci... https://t.co/N1B7QXgf49 https://t.co/bDxXD53zxc,n
"RT @porters: Being a parent is mostly muttering to yourself ""why is this wet?""",n
"It is cold and getting colder

We need each others’
breathing, warmth, surviving
is the only war
we can afford, stay

#MorsMihiLucrum",n
#women #newdeals #free #style #follow #santa #christmas #blackfriday TeeHee Women’s Fashion… https://t.co/1N122tM10W https://t.co/K9PS0sMHWM,n
Stormy night sky over Brisbane tonight https://t.co/yLnLLVkvyN,n
"RT @SabrinaG2011: In the woods where snow is thick 
Bars of sunlight lay like pale fire. 
_Katherine Mansfield_ https://t.co/cNNdogCQsj",n
RT @Salvesayson: Love is like the Sun it shines bright and warms your heart. #ALDUBInsecurities,n
@RobinMeade Good Morning Sunshine! Your dress this morning is adorable. But wow!!! What a color to wake up to! #imupnow!,n
"媽媽一輩子不會忘記有收到兒子有收到那麼warm的禮物 #手工最棒 #剛好我家裡也有很像的車子 #男生真的理解男孩喜歡什麼 #兒子的朋友是我的treasure
手作りのプレゼントに涙した本日でした💐 https://t.co/ZPGsAKxYAq",n
"“Disinformation”: precisely.
#IDS and other #Brexiteers behave like the very worst spooks during the Cold War. Desp… https://t.co/8ktzjyqEx9",n
RT @anadidovic: Warm between my boobs 😜https://t.co/nIaj0CTJYf #scat #efro #shit #kaviar #poopinggirl #browncandy #anal #pooporn https://t.…,n
"@Hilltop_Thief --before penetrating a finger between his lips to play with his wet 

tongue. He tilted his head and put his lips on his.--",n
"RT @Keisha__Grey: Watch it: https://t.co/xeEoBGLjmB
Keisha Grey fresh out of the shower still wet look https://t.co/qxXW9fnNBu",n
Women Warm Christmas Floral Pullover Sweater Sweatshirt Jumper Outerwear UTAR https://t.co/rJAXdmQmzG https://t.co/tnUHEK4Uq3,n
"RT @sosjorginho: PRA MIM É UM MISTÉRIO A BATATAS PRINGLES. NINGUÉM TEM DINHEIRO PRA COMPRAR, MESMO ASSIM VENDE EM TODOS OS SUPERMERCADOS",n
We are better than the #hatred displayed toward this couple. Let's show them #LOVE. https://t.co/fN1fLjSx6V,n
"RT @KyleTimBryant: Tender kind words, can wrap your heart like a warm blanket on a winters day #Quote #Inspire #Startup… ",n
RT @Zoella: 14. We made it to the beach but BLOODY HELL ITS COLD https://t.co/3F1604vhtC,n
RT @isagiroux14: Reunited! #vegasvacation #sunny☀️ marielatmil https://t.co/fGdYy6KSlT,n
"""Tá no interior e ao redor, no trabalhar, no querer. Faz e não dá ponto sem nó, é o Mistério, é o Poder.""",n
"Tom Clancy's Rainbow Six: Vegas (Microsoft Xbox 360, 2006) NTSC-j Japan https://t.co/ajk3lg4cN1 https://t.co/ZtGPUyJ8N7",n
"RT @billmckibben: ""Scientists were astonished to see Arctic ice actually retreating as the region enters the cold darkness of winter."" http…",n
ready to get flood coz im watching VSFS,n
"RT @themayhew: After waiting 7 months, all Misty wants for #Christmas is a loving forever home. Please can you RT to help?😻… ",n
mybargain  Time to clear the smog https://t.co/JHAtPMj9lM #happybargaining https://t.co/W3YOC551LU,n
"Jacksonville, FL Weather :: 58F Mostly Cloudy https://t.co/ZZOkggSt4f #Weather #JAX #FL",y
Women Warm Christmas Floral Pullover Sweater Sweatshirt Jumper Outerwear UTAR https://t.co/rJAXdmQmzG https://t.co/zWdFvMDbKT,n
RT @KWCHMark: Light snow/flurries for some then bitter cold wind chills for everyone Thu. + Fri. a.m. https://t.co/kcL022XvyS @KWCH12 #wich…,n
Just One More Drop: gold sun rise ballad whispering in ripe vineyards sweet wine of daylight moon scatters my… https://t.co/gXPaOT5wLe,n
RT @Paul_Anthony97: #SecretAffairs16 I'd advise you to be early to avoid being cold and made to wait in a line https://t.co/Sqre21Ic8N,n
👉🏾😐 https://t.co/pvMQAXPiX6,n
RT @982thebeat: #RipBigSyke Another Sunny Day by @SOUTHPSYCHOCIDE https://t.co/js5ZfvYa1d https://t.co/VM3JaO8nSc,n
RT @DelhiConnect: Fog scene at Vijay Chowk. Photo: Sandeep Saxena https://t.co/cKC0utBkmn,n
So cold so tired 😭😭😭,n
#women #newdeals #free #style #follow #santa #christmas #blackfriday TeeHee Women’s Fashion… https://t.co/wdOJ441YnX https://t.co/GQHQ1EyxT5,n
It's cold af in my room wtf,n
Does it match your heart Scrooge? 🤔 https://t.co/egAsoHSs2b,n
HAPPY BIRTHDAY TO THIS SUNSHINE https://t.co/mzE5m25wrq,n
RT @archivelauren: sunshine 💫 https://t.co/4QTPoWFwmV,n
"RT @YourShores: ❄️ Baby it's cold outside! ❄️
Here's day 7 of our #12daysofxmas. RT &amp; follow to #win your choice of parka from… ",n
Women Warm Christmas Floral Pullover Sweater Sweatshirt Jumper Outerwear UTAR https://t.co/rJAXdmQmzG https://t.co/8giOc48ySW,n
RT @fuegostreetwear: FOG vans https://t.co/UkgajDd415,n
A nigga suppose to make your pussy wet not your eyes 🤕,n
#free golden showers porn indian women lingerie https://t.co/9xI5adO0oB,n
Sea-level rise could permanently flood parts of N.J. https://t.co/Zg570fbohc #nj https://t.co/oVK3BKABVh,n
RT @NO1ISIN: Making sure there are no cats sheltering from the cold in the car. A few minutes to check can make a difference.… ,n
you are the sun that shines bright throughout my day &amp; the moon throughout my night ily papi @brixinthesea follow me please?🌼💫,n
RT @yoojungth_: ทุกคน อากาศตอนนี้ Very~ Very~ So~ Cold! ระวังตัวและอย่าลืมใส่หมวก หูฟัง และผ้าพันคอนะคะ~ ถุงร้อนด้วยค่ะ! #ไอทีน https://t.c…,n
"current weather in West Haven: mist, 38°F
86% humidity, wind 5mph, pressure 1015mb",y
RT @TheEllenShow: You're gonna need some Cold Water after this acoustic performance by @JustinBieber. https://t.co/0WpAJ2yQhq,n
सूबे में सनसाइन का लुत्फ उठा रहे हैं केंद्रीय मंत्री- हरीश रावत https://t.co/pz8loCEtrr via @kuttarakhand  @harishrawatcmuk @AjayBhatt_BJP,n
Time to clear the smog https://t.co/xslA6yNUfC #news #Hindu,n
"@bruko On the bright side Sara, you'll be in good company.",n
RT @xanria_00018: Keep your face to the sunshine and you will not see the shadows #ALDUBInsecurities @jophie30 @asn585,n
"RT @WhatTheFFacts: Once when hiding in a farm, Colombian drug lord Pablo Escobar burned about $2 million cash in a bonfire to save his daug…",n
"RT @Josh_Eachus: VIDEO: very cold air mass arriving over the next 48 hours, get out the warmest layers you got! #LaWX #MsWX https://t.co/Xm…",n
RT @TheEllenShow: You're gonna need some Cold Water after this acoustic performance by @JustinBieber. https://t.co/0WpAJ2yQhq,n
RT @VJohnsonABC7: Considering wind &amp; cold is on the way this morning #BusStop Forecast not bad at all. Details on cold @abc7news #GMW https…,y
RT @VJohnsonABC7: Considering wind &amp; cold is on the way this morning #BusStop Forecast not bad at all. Details on cold @abc7news #GMW https…,n
"RT @MARVOREE_GREECE: A flower cannot blossom without sunshine, and man cannot live without love. MARVOREEaching DreamsTogether",n
RT @HannahBrooks25: Wet and waiting on https://t.co/UC32fjJwVY ✊🏼💦💦💦who's going to come and play with me?? @redhotcamplay Xxx https://t.co/…,n
"🎅🏼 Day 7 #AdventCalendar Window Reveal ..

🎼 Rudolph, with your nose so bright, won't you guide my sleigh tonight..? https://t.co/TWf05r11OR",n
Good morning! Today we can expect a mostly to partly cloudy sky with temps reaching around the 40 mark. ☁⛅,y
"I'm dreaming of what would be in my corner of the world a typically gray and drizzly, but DEFINITELY NOT FUCKING WHITE, Christmas.",y
"Mostly Cloudy and 12 F at Butler, Butler County Airport/K W Scholter Field, PA https://t.co/jVcUvSgVao",y
I'm so cold. why is it so cold,y
"RT @mojaeng: 1인 제작 인디 호러 어드벤쳐 약게임 Infinite Sunshine Dust (ISD) 스팀 그린라이트에 등록했습니다. 알티와 투표 부탁드려요! @ㅅ@
https://t.co/IsO2VcR8Rf https://t.co/1ux…",y
DAY 15! Stop your hand getting cold on winter mornings with the Hull FC scraper mitt. Now just £3 for… https://t.co/oFblfj29hK,y
DAY 15! Stop your hand getting cold on winter mornings with the Hull FC scraper mitt. Now just £3 for… https://t.co/yEVpoyMbOT,y
RT @CoolestLifeHack: A cloudy NYC from above 😍 https://t.co/t7nNf4mfXC,y
Wouldn't be Christmas without being loaded with the cold 😭😭😭👃🏽💦,y
RT @ParisJeTaime: Partly Cloudy today in #Paris! https://t.co/didPfUAGGc,y
Cold like Minnesota https://t.co/rRDHWGqCmW,y
"RT @Brigitt01214804: @MiguelHilargiak foggy day ! All in ""Elegant grey""! Here too! :-) good morning! https://t.co/yUZDGVH5a7",y
RT @TignesAddict: Sunshine #skiing #snowboarding #tignes https://t.co/zd8fi6qEKx,y
"""But the fog is setting in. It's very hard to go around this town in the fog."" Because 3/4 of it is decaying A.D.a.M.",y
3:14 AM - Teeny tiny area of freezing drizzle being picked-up on radar. A couple of slick spots possible north of I… https://t.co/tYo7qKjeUG,y
Feeling cold &amp; not sure where to go this November? then hit the link and check-out our latest Update Video!… https://t.co/dSJlWO2nyH,y
It's too cold out here,y
Sunrising on a cold wet ma­gi­cal winter morning. Over Kingston Warwickshire England. https://t.co/l02WbM2x42,y
@__Chelly__ lmao I just got up and turned ours off like GUH I know it's cold outside but don't kill us,y
RT @KaitiBlakeKTAB: 3:14 AM - Teeny tiny area of freezing drizzle being picked-up on radar. A couple of slick spots possible north of I… ,y
@petracat09 the warm snuggley feeling from knowing it's cold and snowy and your tucked in a soft warm bed maybe?,y
"so I came from a little jog, at 2:50 in the morning and it was mainly bc I didn't want to freeze in the cold and I didn't want to die",y
It's cold but not really 🤔,y
And it's so cold outside I can't,y
Cold.,y
Good morning everyone #happythursday #coffeeup #RollTide I hope you all have a good day and stay warm its gonna be a cold day,y
"i don't only want summer, i need summer bc this cold weather is too much for my tunisian ass",y
"Temp:7.0c hum:81% wind:0.2mph dir:NNW Pres:1012.8 hPa Rising slowly rain:0.0 uv:0 sol:0 light:0.0 forcast:Fine, possible showers",y
It's every bit as cold as it looks. Brrrr https://t.co/p0JTGFtqSe,y
"A status yellow Rainfall Warning has been issued by @MetEireann for Cork, Kerry, Limerick, Tipperary and Waterford. https://t.co/ARf8qcQDct",y
Nowt like being in freezing fog on a remote stand at 6am to wake you up! #brrr,y
"""I’d like to #swim on a sunny winter morning in #Dubai, what about you? @visitdubai_uk""
https://t.co/igY7Vd26lX",y
09:20  Overcast/Dry  Temp: 10.6oC Wind: 2.9 mph - SE Wind Chill: 10.4oC Grass Temp: 9.4C  Hum: 93% Baro: 1019.2 mb Rain:   0.0 mm,y
The temperature is 9C and currently/forecast mist in #Stoke @ Thu 09:20:01GMT,y
gloomy night 聴く度にヒューイうわあああってなる,y
(Met) WSPD: 12 kn / GST: 16 kn / WVHT: 2.6 ft / DPD: 8.0 s / WDIR: 330° / ATMP: 56° F / WTMP: 62° F / DEW: 54° F /  3:50a EST,y
(Met) WSPD: 8 kn / GST: 12 kn / WDIR: 360° / ATMP: 57° F / WTMP: 72° F / DEW: 51° F /  4:00a EST,y
(Met) WSPD: 8 kn / GST: 10 kn / WDIR: 170° / ATMP: 77° F / WTMP: 78° F / DEW: 73° F /  4:00a EST,y
(Met) WSPD: 14 kn / GST: 17 kn / WDIR: 90° / ATMP: 80° F / WTMP: 81° F / DEW: 72° F /  5:00a AST,y
(Met) WSPD: 14 kn / GST: 19 kn / WDIR: 90° / ATMP: 78° F / WTMP: 80° F / DEW: 72° F /  5:00a AST,y
(Met) WSPD: 14 kn / GST: 16 kn / WDIR: 220° / ATMP: 77° F / WTMP: 77° F / DEW: 73° F /  4:00a EST,y
RT @killaaacarr: she thought this caption was cold lmao https://t.co/zAR6xCIzsZ,y
(Met) WSPD: 16 kn / GST: 17 kn / WDIR: 350° / ATMP: 61° F / WTMP: 73° F / DEW: 55° F /  3:00a CST,y
(Met) WSPD: 25 kn / GST: 29 kn / WVHT: 5.6 ft / DPD: 6.0 s / WDIR: 270° / ATMP: 34° F / WTMP: 53° F / DEW: 31° F /  3:50a EST,y
"Dangerous #Wind chills, #Snow #Midwest; cold grips: https://t.co/ua0wKvi3W4, https://t.co/hvqCgnuUZd https://t.co/NEXmBwej7W",y
(Met) WSPD: 19 kn / GST: 27 kn / WVHT: 2.6 ft / DPD: 4.0 s / WDIR: 270° / ATMP: 37° F / WTMP: 49° F / DEW: 22° F /  3:50a EST,y
#dQ  :)   #Sunny  :D https://t.co/MQ8kKgy8eW,y
It's too cold outside. I'm starting to turn light skinned.. 😑hate this shxt.,y
(Met) WSPD: 25 kn / GST: 31 kn / WDIR: 160° / ATMP: 55° F / DEW: 55° F /  1:00a PST,y
Rainy https://t.co/xumEnS7DP5,y
Sunrising on a cold wet ma­gi­cal winter morning. Over Kingston lane Warwickshire England. https://t.co/28euZPcTW6,y
"#Weather Charlotte, North Carolina Weather :: 36F FOG #Charlotte #NC https://t.co/8Xxb4glwjU",y
(Met) WSPD: 4 kn / GST: 6 kn / WDIR: 110° / ATMP: 77° F / WTMP: 79° F / DEW: 67° F / 11:00p HST,y
RT @athvna: Little sunshine https://t.co/E8XLe4t5tQ,y
"RT @KimBru49: Hello, SoHappyIt'sThursday Twitter (am usually happy most days, but, whatever). 

Moon with rainbow halo beaming down, city l…",y
"Foggy morning at Schilpol...
.
.
.
#amsterdam #netherlands #schipol #klm #b747… https://t.co/i6s6YlXWdH",y
"RT @9GAG: it's warm in here, it's cold out there. You do the math.",y
"RT @TheNamibian: SPECTRUM ... After a brief drizzle around 19h00 in Windhoek on Monday, the sky turned red and a rainbow emerged. Ph… ",y
"RT @soulgirl1234: Cold wind blows 
I feel refreshed renewed 
Walking the hill paths 
Taking in winters beauty 
No crowds
Just peace 
And me",y
RT @weatherbrisbane: #Brisbane Dec 15 19:00 Temperature 25C cloudy Wind N 30 km/h  Humidity 80% Australia .. https://t.co/FAeZwfM0xL,y
In need of a spa day. I'm looking forward to a warm facial and a manicure.,y
"Tagaytay |  Tuesday 20 December 2016 at 20:00: Partly cloudy. 21°C at 20:00. Gentle breeze, 5 m/s from east… https://t.co/r005Ed7xDA",y
"Tagaytay |  Tuesday 20 December 2016 at 08:00: Cloudy. 22°C at 08:00. Moderate breeze, 7 m/s from east-northeast… https://t.co/9ZKhh3oiZs",y
"Tagaytay |  Tuesday 20 December 2016 at 02:00: Cloudy. 21°C at 02:00. Moderate breeze, 6 m/s from east-northeast… https://t.co/0MqRq7UCWe",y
